"","X11.top","X11.bottom"
"1",140305,29003
"2",254166,99494
"3",1201489,100021
"4",1203773,219670
"5",1877464,233045
"6",2252486,279291
"7",2444211,283350
"8",2511598,431827
"9",2526805,431855
"10",2527278,431883
"11",2563329,432979
"12",2631702,437936
"13",2825687,452168
"14",3700414,569347
"15",3727672,621480
"16",4280892,639982
"17",4751302,666478
"18",5550197,666893
"19",5584098,722378
"20",5741520,729629
"21",6238620,758772
"22",6329371,848405
"23",6632152,860500
"24",6641886,872790
"25",6813727,875104
"26",7324519,947166
"27",7500922,971899
"28",8945365,984986
"29",8951637,1007763
"30",8999513,1014377
"31",9000883,1023445
"32",9144503,1037063
"33",9477996,1096184
"34",9694976,1108702
"35",9791862,1109834
"36",10105222,1118423
"37",10106131,1295713
"38",10171854,1310242
"39",10189465,1334410
"40",10598278,1352037
"41",10598403,1352431
"42",11147776,1356615
"43",11168241,1357873
"44",11253994,1389166
"45",11514935,1396053
"46",11515058,1403725
"47",11548903,1418123
"48",12371170,1426391
"49",12373215,1447358
"50",12374906,1462166
"51",12375917,1471812
"52",13123203,1472517
"53",13437578,1484071
"54",13520130,1515507
"55",13530873,1532346
"56",13913310,1532499
"57",14162496,1539184
"58",15493242,1551702
"59",15493657,1581936
"60",15543982,1599020
"61",19445402,1623589
"62",19788431,1633826
"63",19788512,1665668
"64",19788561,1715684
"65",20352825,1739596
"66",20381371,1761554
"67",20497714,1787753
"68",20535761,1792020
"69",20667088,1839120
"70",21300984,1882182
"71",21461170,1916468
"72",21761464,1917041
"73",24244229,1922621
"74",24622611,1997340
"75",24653859,2122979
"76",25469000,2179436
"77",25469017,2216668
"78",25585980,2231056
"79",25585992,2234412
"80",25587788,2311187
"81",25588356,2327636
"82",27029095,2386150
"83",27201342,2426744
"84",28556508,2432924
"85",28575713,2530641
"86",28660389,2544399
"87",29437100,2624421
"88",29626655,2668018
"89",30101521,2696931
"90",30101824,2710148
"91",30501711,2759380
"92",30502108,2774024
"93",33056088,2789245
"94",33348946,2802069
"95",33398287,2838181
"96",37029608,2885828
"97",37126430,2902594
"98",37127074,2928822
"99",37200560,2942707
"100",37230766,2951854
"101",37396216,2958954
"102",37823347,2963009
"103",37981433,2991721
"104",38408205,3130570
"105",38635946,3130593
"106",38706727,3138907
"107",40744431,3196851
"108",42522796,3286568
"109",43169541,3301615
"110",43169873,3318205
"111",43170047,3366618
"112",43202255,3373352
"113",43420609,3394354
"114",43661242,3394368
"115",43896153,3420692
"116",44132301,3428912
"117",44200281,3429131
"118",44260662,3443392
"119",44365461,3457783
"120",44702641,3508441
"121",44896091,3513937
"122",45583137,3541279
"123",45583309,3561158
"124",46218017,3566289
"125",46850775,3566986
"126",46880897,3572239
"127",47480488,3595229
"128",48148288,3624323
"129",48148689,3638811
"130",48148753,3642760
"131",48187845,3644224
"132",48195737,3654694
"133",48389421,3658722
"134",48996642,3700505
"135",49304692,3700782
"136",49390063,3701794
"137",49498139,3701983
"138",49630219,3741570
"139",49966019,3819587
"140",52382277,3824846
"141",59768098,3835735
"142",60031411,3839687
"143",60032693,3854585
"144",60111039,3913244
"145",60111138,3921768
"146",60111890,3926352
"147",60409815,3946678
"148",61474563,3959903
"149",61475574,4160698
"150",61481764,4162016
"151",62243978,4162231
"152",62402873,4179317
"153",62573720,4249306
"154",62877426,4252964
"155",62877641,4266296
"156",63002977,4361512
"157",63011845,4439939
"158",63104733,4481232
"159",63104751,4537798
"160",63129926,4641766
"161",63234368,4849714
"162",63234407,5029159
"163",63337440,5495392
"164",63458633,5538054
"165",63759045,5560057
"166",63759181,5584341
"167",64761340,5607504
"168",66642804,5639028
"169",67217226,5672355
"170",67842826,5745780
"171",68745567,5745861
"172",69617804,5768737
"173",69617829,5820936
"174",69618910,5821142
"175",69701891,5902883
"176",69702164,5925657
"177",70996389,5963213
"178",71349083,6063478
"179",71350894,6160811
"180",72273779,6300413
"181",72275318,6336539
"182",72326502,6339637
"183",72326654,6342165
"184",72365407,6388038
"185",72365606,6643202
"186",72508440,6670384
"187",72653505,6707710
"188",72832100,6798404
"189",72868561,6860738
"190",73400701,7083542
"191",73693850,7200592
"192",73936595,7212260
"193",73963880,7245601
"194",74109750,7253021
"195",74116498,7253402
"196",74856398,7253647
"197",75130701,7268369
"198",75131002,7452296
"199",75291250,7452605
"200",75488243,7517701
"201",75623198,7665117
"202",75623268,7721335
"203",75623370,7786611
"204",75661056,7787031
"205",76293334,7828457
"206",78270830,8070526
"207",78274171,8074557
"208",78274231,8134493
"209",78465281,8197350
"210",78466068,8252805
"211",78466510,8262675
"212",78466869,8475787
"213",78552890,8654998
"214",79487299,8655083
"215",81933997,8686456
"216",81934074,8789516
"217",82076380,8836376
"218",82447893,8881749
"219",82648019,9148866
"220",82697267,9305842
"221",82697301,9477772
"222",83656971,10189515
"223",85601527,10367163
"224",86128542,10474012
"225",86231608,10621043
"226",86812355,11055272
"227",86849372,11055738
"228",87381771,11272066
"229",87586486,11450887
"230",87790431,11464673
"231",87842203,11464986
"232",87842319,11470987
"233",87995906,11522685
"234",88345193,11775868
"235",88591763,11788642
"236",89388935,11825304
"237",89945240,11996143
"238",90041825,12776918
"239",90730122,12791190
"240",92573497,12891645
"241",92577539,14109293
"242",92581046,14220205
"243",92688838,14220690
"244",92965865,14225378
"245",93083334,14227427
"246",93085383,14344896
"247",93090071,14621923
"248",93090556,14729715
"249",93201468,14733222
"250",94419116,14737264
"251",94519571,16580639
"252",94533843,17268936
"253",95314618,17365521
"254",95485457,17921826
"255",95522119,18718998
"256",95534893,18965568
"257",95788076,19314855
"258",95839774,19468442
"259",95845775,19468558
"260",95846088,19520330
"261",95859874,19724275
"262",96038695,19928990
"263",96255023,20461389
"264",96255489,20498406
"265",96689718,21079153
"266",96836749,21182219
"267",96943598,21709234
"268",97121246,23653790
"269",97832989,24613460
"270",98004919,24613494
"271",98161895,24662742
"272",98429012,24862868
"273",98474385,25234381
"274",98521245,25376687
"275",98624305,25376764
"276",98655678,27823462
"277",98655763,28757871
"278",98834974,28843892
"279",99048086,28844251
"280",99057956,28844693
"281",99113411,28845480
"282",99176268,29036530
"283",99236204,29036590
"284",99240235,29039931
"285",99482304,31017427
"286",99523730,31649705
"287",99524150,31687391
"288",99589426,31687493
"289",99645644,31687563
"290",99793060,31822518
"291",99858156,32019511
"292",99858465,32179759
"293",100042392,32180060
"294",100057114,32454363
"295",100057359,33194263
"296",100057740,33201011
"297",100065160,33346881
"298",100098501,33374166
"299",100110169,33616911
"300",100227219,33910060
"301",100450023,34442200
"302",100512357,34478661
"303",100603051,34657256
"304",100640377,34802321
"305",100667559,34945155
"306",100922723,34945354
"307",100968596,34984107
"308",100971124,34984259
"309",100974222,35035443
"310",101010348,35036982
"311",101149950,35959867
"312",101247283,35961678
"313",101347548,36314372
"314",101385104,37608597
"315",101407878,37608870
"316",101489619,37691851
"317",101489825,37692932
"318",101542024,37692957
"319",101564900,38565194
"320",101564981,39467935
"321",101638406,40093535
"322",101671733,40667957
"323",101703257,42549421
"324",101726420,43551580
"325",101750704,43551716
"326",101772707,43852128
"327",101815369,43973321
"328",102281602,44076354
"329",102461047,44076393
"330",102668995,44180835
"331",102772963,44206010
"332",102829529,44206028
"333",102870822,44298916
"334",102949249,44307784
"335",103044465,44433120
"336",103057797,44433335
"337",103061455,44737041
"338",103131444,44907888
"339",103148530,45066783
"340",103148745,45828997
"341",103150063,45835187
"342",103350858,45836198
"343",103364083,46900946
"344",103384409,47198871
"345",103388993,47199623
"346",103397517,47199722
"347",103456176,47278068
"348",103471074,47279350
"349",103475026,47542663
"350",103485915,54928484
"351",103491174,57344742
"352",103569191,57680542
"353",103608778,57812622
"354",103608967,57920698
"355",103609979,58006069
"356",103610256,58314119
"357",103652039,58921340
"358",103656067,59115024
"359",103666537,59122916
"360",103668001,59162008
"361",103671950,59162072
"362",103686438,59162473
"363",103715532,59830273
"364",103738522,60429864
"365",103743775,60459986
"366",103744472,61092744
"367",103749603,61727452
"368",103769482,61727624
"369",103796824,62414670
"370",103802320,62608120
"371",103852978,62945300
"372",103867369,63050099
"373",103881630,63110480
"374",103881849,63178460
"375",103890069,63414608
"376",103916393,63649519
"377",103916407,63890152
"378",103937409,64108506
"379",103944143,64140714
"380",103992556,64140888
"381",104009146,64141220
"382",104024193,64787965
"383",104113910,66566330
"384",104171854,68604034
"385",104180168,68674815
"386",104180191,68902556
"387",104319040,69329328
"388",104347752,69487414
"389",104351807,69914545
"390",104358907,70079995
"391",104368054,70110201
"392",104381939,70183687
"393",104408167,70184331
"394",104424933,70281153
"395",104472580,73912474
"396",104508692,73961815
"397",104521516,74254673
"398",104536737,76808653
"399",104551381,76809050
"400",104600613,77208937
"401",104613830,77209240
"402",104642743,77684106
"403",104686340,77873661
"404",104766362,78650372
"405",104780120,78735048
"406",104877837,78754253
"407",104884017,80109419
"408",104924611,80281666
"409",104983125,81722405
"410",104999574,81722973
"411",105076349,81724769
"412",105079705,81724781
"413",105094093,81841744
"414",105131325,81841761
"415",105187782,82656902
"416",105313421,82688150
"417",105388140,83066532
"418",105393720,85549297
"419",105394293,85849591
"420",105428579,86009777
"421",105471641,86643673
"422",105518741,86775000
"423",105523008,86813047
"424",105549207,86929390
"425",105571165,86957936
"426",105595077,87522200
"427",105645093,87522249
"428",105676935,87522330
"429",105687172,87865359
"430",105711741,91766779
"431",105728825,91817104
"432",105759059,91817519
"433",105771577,93148265
"434",105778262,93397451
"435",105778415,93779888
"436",105795254,93790631
"437",105826690,93873183
"438",105838244,94187558
"439",105838949,94934844
"440",105848595,94935855
"441",105863403,94937546
"442",105884370,94939591
"443",105892638,95761858
"444",105907036,95795703
"445",105914708,95795826
"446",105921595,96056767
"447",105952888,96142520
"448",105954146,96162985
"449",105958330,96712358
"450",105958724,96712483
"451",105976351,97121296
"452",106000519,97138907
"453",106015048,97204630
"454",106192338,97205539
"455",106200927,97518899
"456",106202059,97615785
"457",106214577,97832765
"458",106273698,98166258
"459",106287316,98309878
"460",106296384,98311248
"461",106302998,98359124
"462",106325775,98365396
"463",106338862,99809839
"464",106363595,99986242
"465",106435657,100497034
"466",106437971,100668875
"467",106450261,100678609
"468",106462356,100981390
"469",106551989,101072141
"470",106581132,101569241
"471",106588383,101726663
"472",106643868,101760564
"473",106644283,102559459
"474",106670779,103029869
"475",106689281,103583089
"476",106741414,103610347
"477",106858593,104485074
"478",106872825,104679059
"479",106877782,104747432
"480",106878878,104783483
"481",106878906,104783956
"482",106878934,104799163
"483",107027411,104866550
"484",107031470,105058275
"485",107077716,105433297
"486",107091091,106106988
"487",107210740,106109272
"488",107211267,107056595
"489",107281758,107170456
