"","X14.top","X14.bottom"
"1",10644,20569
"2",39975,72130
"3",40543,140200
"4",56191,174987
"5",71114,191070
"6",77808,192682
"7",155539,262878
"8",186495,338762
"9",193537,356162
"10",195677,386060
"11",200073,388403
"12",202189,446150
"13",237954,458038
"14",245274,530404
"15",245840,578547
"16",249552,628728
"17",278035,660946
"18",298191,670694
"19",312081,670724
"20",312647,692975
"21",313299,726159
"22",321548,727817
"23",348773,773184
"24",358072,784142
"25",365988,804666
"26",367473,828182
"27",373915,828939
"28",380136,846499
"29",382488,853369
"30",395121,853406
"31",396594,904896
"32",399220,947059
"33",399458,966678
"34",430493,1034211
"35",453333,1041443
"36",457609,1113315
"37",459732,1165018
"38",466707,1217803
"39",468956,1228645
"40",471176,1237655
"41",473532,1297381
"42",490278,1322770
"43",491396,1323331
"44",494061,1324486
"45",499550,1374517
"46",510853,1449388
"47",513204,1801806
"48",515447,1823294
"49",521185,1834061
"50",523319,1891045
"51",576941,2111331
"52",582925,2207759
"53",594070,2311220
"54",595539,2526931
"55",596112,2580887
"56",603456,2621373
"57",605683,2639302
"58",608049,2661977
"59",640901,2673724
"60",649160,2680166
"61",682611,2707523
"62",684849,2932081
"63",687212,3013877
"64",695467,3038525
"65",774469,3129755
"66",804803,3146429
"67",927242,3151693
"68",954494,3543208
"69",959422,3557324
"70",959987,3557473
"71",1061129,3640590
"72",1062195,3756744
"73",1063218,3861303
"74",1064219,3896975
"75",1065353,3927440
"76",1066430,3936887
"77",1067534,4258955
"78",1068692,4382761
"79",1069730,4421535
"80",1070691,4493779
"81",1071744,4645361
"82",1072844,4754371
"83",1074533,4764491
"84",1076884,4849282
"85",1079125,4869006
"86",1085105,4905226
"87",1087245,4915322
"88",1104287,5003470
"89",1114531,5003697
"90",1173289,5029066
"91",1183453,5093436
"92",1229587,5143897
"93",1242066,5179247
"94",1316805,5232802
"95",1342399,5235549
"96",1359053,5279582
"97",1402889,5279854
"98",1421019,5299403
"99",1427726,5313001
"100",1429926,5350062
"101",1430086,5363358
"102",1447655,5435272
"103",1486643,5528831
"104",1488308,5538548
"105",1495150,5572940
"106",1499507,5624540
"107",1551483,5636857
"108",1554681,5657669
"109",1559383,5684000
"110",1566627,5836647
"111",1566846,5842361
"112",1572351,6113139
"113",1589093,6116799
"114",1597653,6142165
"115",1607208,6148686
"116",1607642,6197064
"117",1607771,6212790
"118",1608055,6216301
"119",1612162,6322248
"120",1612659,6373128
"121",1620791,6517047
"122",1620875,6610038
"123",1621586,6628547
"124",1627714,6661286
"125",1633560,6672477
"126",1636349,6778700
"127",1638482,6862678
"128",1641140,7038473
"129",1650032,7091795
"130",1652351,7190142
"131",1657393,7240639
"132",1657650,7248989
"133",1667839,7295931
"134",1682031,7358201
"135",1683669,7446776
"136",1685944,7505510
"137",1698372,7602142
"138",1730501,7623638
"139",1735118,7750657
"140",1743616,7890658
"141",1754055,8016599
"142",1765028,8256128
"143",1770160,8271889
"144",1783716,8293539
"145",1799260,8428610
"146",1801175,8629735
"147",1808377,8668810
"148",1809686,8728727
"149",1825051,8822417
"150",1830973,9004008
"151",1837303,9032221
"152",1842104,9032263
"153",1845810,9419364
"154",1845883,9421498
"155",1845891,9436395
"156",1847899,9478336
"157",1850939,9680487
"158",1851454,9861540
"159",1860808,9899698
"160",1861760,9901557
"161",1868378,10009735
"162",1869138,10021863
"163",1872228,10191728
"164",1878989,10207799
"165",1879076,10214461
"166",1901337,10240559
"167",1902082,10255884
"168",1907131,10343197
"169",1914905,10360139
"170",1915192,10464577
"171",1923131,10523197
"172",1931172,10749388
"173",1943530,10779602
"174",1944624,10918804
"175",1947605,11062641
"176",1949265,11118005
"177",1961951,11120042
"178",1963367,11120798
"179",1966059,11128696
"180",1970153,11142798
"181",1971376,11149977
"182",2022404,11223535
"183",2024932,11247255
"184",2026713,11335630
"185",2030420,11435781
"186",2033950,11459157
"187",2036716,11471624
"188",2058839,11472880
"189",2059041,11491581
"190",2060426,11554332
"191",2070589,11579091
"192",2071685,11611073
"193",2072620,11873956
"194",2077394,11921390
"195",2079134,11946710
"196",2081327,12008600
"197",2082696,12021184
"198",2102295,12052329
"199",2118955,12056194
"200",2119737,12059313
"201",2120738,12061502
"202",2121997,12084916
"203",2123117,12120521
"204",2123590,12132796
"205",2125228,12188411
"206",2129464,12236096
"207",2134267,12267520
"208",2137492,12325227
"209",2137563,12348550
"210",2141266,12439186
"211",2141590,12473961
"212",2142814,12479835
"213",2143138,12535805
"214",2144363,12639321
"215",2144687,12671575
"216",2145911,12706985
"217",2146235,12710321
"218",2156612,12821572
"219",2157791,12871362
"220",2172239,12886026
"221",2180030,12906537
"222",2182239,13059002
"223",2182973,13126996
"224",2183990,13179937
"225",2186534,13185392
"226",2186980,13196255
"227",2187363,13204082
"228",2192426,13244759
"229",2196799,13359372
"230",2197337,13368881
"231",2198275,13416283
"232",2215945,13419780
"233",2215989,13462034
"234",2218659,13710720
"235",2222162,13831142
"236",2228634,13901044
"237",2232606,13985843
"238",2232897,13991708
"239",2239485,14012212
"240",2240632,14215536
"241",2308665,14241148
"242",2310322,14270317
"243",2316397,14275373
"244",2320223,14326690
"245",2320331,14352291
"246",2326629,14370844
"247",2329588,14372705
"248",2344533,14394159
"249",2352394,14506480
"250",2354439,14516272
"251",2372256,14539081
"252",2373842,14546627
"253",2374650,14548513
"254",2375052,14590777
"255",2375089,14635277
"256",2375181,14654192
"257",2375793,14665022
"258",2387617,14682052
"259",2388528,14693574
"260",2390877,14715626
"261",2391919,14743718
"262",2397614,15027111
"263",2399018,15133415
"264",2404474,15136079
"265",2406810,15139650
"266",2408143,15163985
"267",2408198,15304502
"268",2417286,15318012
"269",2422147,15347347
"270",2423280,15403686
"271",2426313,15407927
"272",2429520,15417788
"273",2430730,15481435
"274",2434038,15482543
"275",2438878,15501657
"276",2452737,15511090
"277",2463078,15638182
"278",2465668,15644282
"279",2468769,15670741
"280",2469479,15741536
"281",2472021,15827960
"282",2480988,15931667
"283",2482991,15948129
"284",2483174,15952330
"285",2487366,15970231
"286",2497342,15970780
"287",2502652,15977791
"288",2507180,15999099
"289",2515846,16038468
"290",2525702,16050631
"291",2544385,16085022
"292",2547557,16096769
"293",2549533,16116262
"294",2554299,16125327
"295",2558293,16135346
"296",2584985,16135640
"297",2585663,16139183
"298",2593746,16140022
"299",2723830,16142764
"300",2771311,16145533
"301",2781955,16160069
"302",2784670,16178149
"303",2787851,16188734
"304",2788361,16201896
"305",2794126,16240647
"306",2797199,16243479
"307",2801765,16268645
"308",2840923,16276854
"309",2849935,16288354
"310",2853491,16399168
"311",2853546,16424258
"312",2871472,16447867
"313",2877036,16468798
"314",2877784,16470312
"315",2883735,16476733
"316",2884133,16499946
"317",2884772,16502247
"318",2894049,16510553
"319",2909188,16512173
"320",2909264,16514290
"321",2910492,16526265
"322",2913457,16532206
"323",2923658,16549213
"324",2926206,16561876
"325",2926674,16565460
"326",2929706,16567489
"327",2931317,16568269
"328",2931543,16611005
"329",2936567,16615625
"330",2936581,16651014
"331",2941311,16675496
"332",2941461,16689423
"333",2941968,16759495
"334",2952382,16837976
"335",2953004,16976835
"336",2954109,16977875
"337",2957024,17012806
"338",2963447,17105237
"339",2972143,17112076
"340",2977122,17112115
"341",2989021,17164845
"342",3002107,17287039
"343",3013990,17387840
"344",3014740,17501544
"345",3016343,17765438
"346",3018960,17887402
"347",3023081,17907359
"348",3023300,17959263
"349",3050490,17985778
"350",3076098,18031434
"351",3097043,18195485
"352",3115106,18195757
"353",3117527,18307887
"354",3120735,18321593
"355",3126427,18327557
"356",3128943,18495315
"357",3129618,18528743
"358",3142431,18641511
"359",3145337,18706698
"360",3154086,18808530
"361",3154596,18831914
"362",3159944,18861911
"363",3168023,18890132
"364",3169736,18905277
"365",3174247,18931852
"366",3176809,18994667
"367",3188431,19005817
"368",3196069,19096131
"369",3196498,19111422
"370",3208126,19137820
"371",3211896,19150150
"372",3219944,19161244
"373",3223242,19167746
"374",3225065,19172681
"375",3229140,19178373
"376",3236405,19222366
"377",3237733,19248614
"378",3257480,19265232
"379",3274574,19309547
"380",3276887,19330808
"381",3279120,19340288
"382",3280008,19357916
"383",3281099,19364075
"384",3299522,19364668
"385",3300387,19369175
"386",3313796,19373736
"387",3318347,19375751
"388",3320712,19468302
"389",3325937,19469927
"390",3345657,19585438
