"","X30.top","X30.bottom"
"1",103988,97586
"2",161854,131630
"3",210883,195171
"4",240653,204534
"5",257148,327903
"6",446852,363711
"7",613716,409592
"8",634633,437726
"9",765312,445905
"10",1007008,569715
"11",1133743,599694
"12",1147984,873428
"13",1240570,996886
"14",1473638,1156801
"15",1482817,1214799
"16",1600428,1312316
"17",1617264,1335031
"18",1748139,1433732
"19",1801086,1469303
"20",1946280,1472795
"21",1954423,1516987
"22",2031476,1586676
"23",2136048,1604844
"24",2162273,1749427
"25",2176257,1883865
"26",2453690,1893176
"27",2515710,2059099
"28",2602105,2156973
"29",2652143,2460180
"30",2966470,2743784
"31",3067707,2873714
"32",3096714,2877476
"33",3228147,2880262
"34",3233977,2902720
"35",3277306,2913930
"36",3294305,2976368
"37",3321064,3007153
"38",3367080,3106104
"39",3482843,3108603
"40",3493323,3178842
"41",3592488,3255852
"42",3601854,3299785
"43",3636446,3429034
"44",3789256,3673175
"45",3960362,4008923
"46",4000771,4076643
"47",4111382,4158694
"48",4253490,4257919
"49",4254152,4288633
"50",4329377,4360733
"51",4471631,4482281
"52",4597292,4590378
"53",4875032,4614830
"54",4881127,4630324
"55",4959316,4949562
"56",4998901,4950218
"57",5045225,5448043
"58",5046522,5500085
"59",5323617,5565022
"60",5439774,5639486
"61",5608642,5697299
"62",5664320,5716926
"63",5732815,5753342
"64",5766208,5976213
"65",5833509,6131175
"66",5925309,6188119
"67",5929921,6220167
"68",5994812,6234180
"69",6063900,6242524
"70",6174011,6251984
"71",6727977,6350620
"72",6970299,6452453
"73",7013018,6453123
"74",7208615,6489197
"75",7228303,6588824
"76",7230853,6615660
"77",7299050,6620873
"78",7337911,6671465
"79",7352443,6679571
"80",7566033,6745573
"81",7667992,6769791
"82",7754849,6818215
"83",7921694,6919043
"84",7926470,6967961
"85",7938447,7052893
"86",7954212,7161169
"87",7956998,7217805
"88",8144506,7279194
"89",8277876,7297167
"90",8391868,7389339
"91",8409543,7460131
"92",8479135,7461327
"93",8487593,7488496
"94",8591273,7520986
"95",8629069,7537094
"96",8750679,7663358
"97",8876043,7677030
"98",8963865,7681013
"99",8994346,7737293
"100",9032932,7777556
"101",9034543,7791384
"102",9062648,7813920
"103",9071760,8002579
"104",9079349,8117122
"105",9112072,8125240
"106",9130340,8380208
"107",9177037,8561635
"108",9278119,8790612
"109",9313766,8934000
"110",9389899,8987557
"111",9607822,9132521
"112",9708349,9133092
"113",9906683,9176947
"114",9915651,9190472
"115",9973954,9352555
"116",10012105,9367137
"117",10048743,9591513
"118",10195375,9611378
"119",10206104,9657509
"120",10218518,9672894
"121",10234443,9692268
"122",10234690,9702727
"123",10285603,9780669
"124",10319706,9793676
"125",10319803,9837254
"126",10347559,9966466
"127",10403789,10026075
"128",10411633,10133490
"129",10418321,10204707
"130",10425163,10207049
"131",10671044,10645167
"132",10828978,10663384
"133",10852466,10696955
"134",11053450,10746052
"135",11094350,10763940
"136",11129821,10950574
"137",11242283,10965922
"138",11303423,10975713
"139",11309783,10976457
"140",11360467,11031494
"141",11374253,11032367
"142",11395450,11033810
"143",11428704,11099175
"144",11459907,11300242
"145",11472015,11363592
"146",11511899,11820990
"147",11543014,12040756
"148",11716545,12061795
"149",12019986,12155890
"150",12032546,12288092
"151",12317621,12423426
"152",12337765,12573049
"153",12370386,12592585
"154",12466875,12700261
"155",12644994,12770658
"156",12704064,12831999
"157",12729957,12895178
"158",12863807,12980424
"159",12878593,13106553
"160",12898962,13114707
"161",12988304,13162652
"162",13048976,13223551
"163",13084485,13313923
"164",13099921,13326452
"165",13130605,13385380
"166",13216385,13538428
"167",13341431,13573761
"168",13365937,13678496
"169",13395570,13680050
"170",13408813,13706445
"171",13441778,13793503
"172",13536835,13803550
"173",13746404,13968814
"174",13749605,14048886
"175",13760056,14051304
"176",13801392,14087585
"177",13954997,14092557
"178",14046479,14171892
"179",14212014,14180782
"180",14218381,14442963
"181",14295298,14501805
"182",14318675,14531392
"183",14319341,14544843
"184",14387218,14574649
"185",14512670,14581458
"186",14554528,14677517
"187",14558486,14726221
"188",14672985,14928350
"189",14678261,14958694
"190",14880714,14972803
"191",15039304,14978401
"192",15080190,14983229
"193",15223380,15015758
"194",15268783,15064694
"195",15327577,15067010
"196",15355355,15216921
"197",15437093,15235103
"198",15464360,15259051
"199",15571115,15279997
"200",15624977,15302434
"201",15650292,15428592
"202",15737371,15447730
"203",15822745,15470267
"204",15951200,15472219
"205",15955826,15582509
"206",15997163,15820912
"207",16120393,15872275
"208",16183036,15905147
"209",16262626,15914987
"210",16327101,15965145
"211",16383569,15992211
"212",16464545,16081468
"213",16550014,16151381
"214",16666851,16298814
"215",16861809,16438283
"216",17271686,16566251
"217",17282144,16705226
"218",17346922,16741925
"219",17349005,17186774
"220",17620284,17282106
"221",17637035,17283226
"222",17715550,17304095
"223",17775025,17363851
"224",17782966,17388616
"225",17825261,17563846
"226",17865817,17820573
"227",17905109,17898094
"228",17919240,18554518
"229",18013948,18568535
"230",18098015,18572678
"231",18121818,18605095
"232",18186438,18650130
"233",18344650,18723199
"234",18400559,18844208
"235",18495176,18882678
"236",18523273,18899447
"237",18652712,18927755
"238",18675507,19028831
"239",18688902,19049457
"240",19049214,19195784
"241",19306069,19362886
"242",19334553,19462189
"243",19414936,19618905
"244",19477581,19663486
"245",19555968,19769997
"246",19559679,19803296
"247",19695834,19806706
"248",19903783,19807700
"249",19960318,19851115
"250",19985024,19895993
"251",20012538,19925662
"252",20048013,20039462
"253",20053468,20063740
"254",20251725,20133669
"255",20277163,20134130
"256",20501376,20168962
"257",20690986,20212818
"258",20730186,20392380
"259",20788858,20547816
"260",20796073,20553860
"261",20972802,20598205
"262",20982283,20611898
"263",21030759,20768165
"264",21036722,20770181
"265",21043452,20907515
"266",21142606,20909465
"267",21159233,20994360
"268",21162603,21000630
"269",21322292,21171663
"270",21334161,21264135
"271",21336809,21284493
"272",21439952,21318161
"273",21621383,21403822
"274",21764689,21474133
"275",21900444,21695340
"276",21935282,21804704
"277",22074242,21882068
"278",22103546,21955898
"279",22104402,21983723
"280",22141061,21988618
"281",22323540,22069056
"282",22362316,22375893
"283",22478911,22733383
"284",22485122,22745251
"285",22507622,22769599
"286",22590687,22813635
"287",22987093,22844483
"288",23043494,22899151
"289",23290442,22962376
"290",23352053,22980011
"291",23378784,23163955
"292",23464336,23276092
"293",23698242,23295650
"294",23717613,23305960
"295",23836257,23377895
"296",24210681,23506120
"297",24238096,23630840
"298",24359302,23693950
"299",24426049,23699451
"300",24560543,23719147
"301",24594508,23766234
"302",24698398,23781890
"303",24716454,23881943
"304",24882425,24140127
"305",24928859,24184898
"306",24931842,24192699
"307",25027763,24232005
"308",25110110,24239710
"309",25512514,24332406
"310",25617312,24356724
"311",25619702,24570251
"312",25637410,24587965
"313",25713242,24688619
"314",25786304,24715811
"315",25961713,24734622
"316",26050085,24740101
"317",26065487,24780116
"318",26215370,24846296
"319",26217884,24877695
"320",26477675,24936838
"321",26491864,24958355
"322",26547131,25000941
"323",26642173,25115861
"324",26643730,25157831
"325",26664029,25256088
"326",26686862,25422810
"327",26790802,25501378
"328",26906238,25524693
"329",26906333,25638373
"330",27054022,25768600
"331",27055001,25808218
"332",27096544,25863773
"333",27234691,25890308
"334",27275859,26053280
"335",27388250,26280181
"336",27391942,26365057
"337",27658586,26419553
"338",27671816,26506248
"339",27687144,26534515
"340",27812611,26626516
"341",27854889,26645113
"342",27872645,26691711
"343",27886296,26698625
"344",27900842,26728886
"345",27945202,26829796
"346",27955343,26878068
"347",28077104,26911081
"348",28376438,26973117
"349",28617742,27021328
"350",28704606,27037315
"351",28711305,27067465
"352",28715223,27073225
"353",28742837,27128747
"354",28846129,27142283
"355",28973970,27189088
"356",29066797,27507376
"357",29184141,27570618
"358",29481952,27649232
"359",29623503,27696571
"360",29649524,27736109
"361",29699552,27778461
"362",29736068,27810513
"363",29856150,27935159
"364",29915217,28067246
"365",29969291,28078164
"366",30232203,28130687
"367",30370367,28163689
"368",30382854,28193540
"369",30411440,28316660
"370",30417421,28316799
"371",30536651,28339383
"372",30539332,28440314
"373",30693093,28475375
"374",30719434,28640382
"375",30798375,28671300
"376",30836469,28711612
"377",30893478,28719046
"378",30940607,28851643
"379",31002996,28926349
"380",31007436,29037519
"381",31085696,29246282
"382",31102005,29261528
"383",31119580,29262421
"384",31157559,29385357
"385",31191920,29438457
"386",31435783,29563798
"387",31457355,29646515
"388",31482344,29670241
"389",31497089,30118933
"390",31542246,30120973
"391",31752441,30263220
"392",31859470,30299144
"393",31860418,30361209
"394",31861385,30576617
"395",31862329,30664781
"396",32236375,30665142
"397",32241173,30789458
"398",32777781,31139495
"399",33001808,31256178
"400",33048304,31274921
"401",33088778,31370821
"402",33100724,31388000
"403",33142237,31620758
"404",33160686,31689473
"405",33406951,31698486
"406",33580303,31711457
"407",33625207,31744915
"408",33889068,31744982
"409",33917934,31893476
"410",33952360,31968730
"411",34009272,31980144
"412",34219586,32021156
"413",34231877,32046647
"414",34269685,32101635
"415",34337185,32137031
"416",34864359,32171165
"417",35023054,32299387
"418",35058841,32423060
"419",35183594,32553956
"420",35211281,32566788
"421",35371181,32591176
"422",35424490,32634898
"423",35434153,32636742
"424",35510742,33024491
"425",35521236,33028655
"426",35521897,33104061
"427",35748261,33215156
"428",35811276,33238299
"429",36652617,33373698
"430",36717326,33375996
"431",36718954,33445819
"432",36719928,33507234
"433",36720903,33508134
"434",36828495,33585120
"435",36830588,33634824
"436",36831583,33679060
"437",36832583,33691933
"438",36833539,33757361
"439",36835199,34081836
"440",36836771,34109453
"441",36877706,34112477
"442",36885122,34121414
"443",37240975,34242437
"444",37242569,34337231
"445",37341402,34386386
"446",37375992,34502456
"447",37449605,34536787
"448",37455276,34559580
"449",37690883,34627995
"450",37691872,34954671
"451",37692734,35033534
"452",37693658,35049444
"453",37701333,35063734
"454",37716635,35078826
