"","X3.top","X3.bottom"
"1",61806,9439
"2",95658,63386
"3",123554,65013
"4",168387,67511
"5",169092,75326
"6",169975,87625
"7",172413,103215
"8",173123,116578
"9",523722,136111
"10",579924,140790
"11",651269,142101
"12",745869,144151
"13",853244,147818
"14",1120366,148278
"15",1178408,156573
"16",1197102,159604
"17",1260102,161947
"18",1309191,181940
"19",1310536,182061
"20",1440935,187028
"21",1499371,191844
"22",1570735,209326
"23",1583526,209444
"24",1659114,248028
"25",1659687,248412
"26",1732464,255891
"27",1818948,265271
"28",2015189,278044
"29",2019884,288109
"30",2102632,318743
"31",2513170,320709
"32",2682086,323593
"33",2820154,325972
"34",2940561,329367
"35",2970324,347376
"36",2996872,356353
"37",3011334,360988
"38",3215572,362705
"39",3434902,367800
"40",3450139,371411
"41",3802647,371872
"42",4115045,397398
"43",4611793,405196
"44",4717081,414487
"45",4828932,418525
"46",5033842,460435
"47",5957778,476682
"48",6273063,477927
"49",6478758,481199
"50",6676342,506431
"51",6684030,525468
"52",6797685,527058
"53",6932704,527096
"54",6995741,538106
"55",7107264,540889
"56",7124329,542976
"57",7161018,544747
"58",7441513,552523
"59",7473136,553698
"60",7538888,573740
"61",7566559,585490
"62",7568423,586016
"63",7578172,586127
"64",7616934,588625
"65",7646972,599244
"66",7705694,603608
"67",7934495,609516
"68",8001201,626851
"69",8035695,633915
"70",8075567,635899
"71",8095398,637824
"72",8111585,643820
"73",8111634,643943
"74",8112843,650968
"75",8312267,661480
"76",8425193,661489
"77",8584279,668876
"78",8600071,695492
"79",8770335,696583
"80",8942714,701434
"81",9229306,704155
"82",9391087,704851
"83",9393498,706226
"84",9399836,708226
"85",9400421,709740
"86",9442648,721119
"87",9497187,721555
"88",9600224,721943
"89",9653600,724758
"90",9682720,733202
"91",9698444,736477
"92",9832022,742598
"93",9872780,743129
"94",9881445,746024
"95",9888804,749766
"96",9950352,751806
"97",9950698,752409
"98",10029672,753715
"99",10284671,756558
"100",10300934,758968
"101",10662843,760074
"102",10873490,770326
"103",11197268,770525
"104",11390667,771092
"105",11591286,774714
"106",11750198,782002
"107",12308853,791224
"108",12324275,798491
"109",12334988,804218
"110",12409748,806634
"111",12944588,806674
"112",13056512,842298
"113",13233018,846125
"114",13304458,849129
"115",13360495,852113
"116",13400076,853688
"117",13414470,857027
"118",13445570,858360
"119",13542869,859044
"120",13674943,859748
"121",13682970,876400
"122",13722728,880289
"123",13751331,884168
"124",13817662,890827
"125",13987290,907756
"126",13993617,925525
"127",13995138,925546
"128",14023883,926621
"129",14025066,928459
"130",14076151,929563
"131",14208441,941567
"132",14215184,943078
"133",14216816,960590
"134",14222314,970845
"135",14231238,977999
"136",14236036,989923
"137",14255039,1001361
"138",14284689,1015641
"139",14287277,1027066
"140",14294534,1028438
"141",14340068,1035065
"142",14343509,1047299
"143",14382741,1052299
"144",14388371,1074303
"145",14406432,1075441
"146",14408951,1077417
"147",14412714,1077652
"148",14472707,1082230
"149",14485443,1087834
"150",14494298,1090863
"151",14500017,1094116
"152",14593931,1099473
"153",14596194,1101882
"154",14602579,1106545
"155",14605071,1121793
"156",14677204,1124269
"157",14702380,1129073
"158",14713982,1157024
"159",14735120,1159201
"160",14752989,1159787
"161",14836429,1168326
"162",14842971,1169707
"163",14852301,1171093
"164",14858465,1178770
"165",14865610,1183616
"166",14939491,1194125
"167",14945725,1219223
"168",15004295,1219448
"169",15145455,1222448
"170",15440827,1235007
"171",15442328,1269306
"172",15446037,1281989
"173",15480734,1296819
"174",15598295,1302904
"175",15615855,1304354
"176",15620682,1349904
"177",15641062,1362386
"178",15650468,1393073
"179",15662345,1400591
"180",15726545,1424636
"181",15738467,1424892
"182",15784380,1480444
"183",15797508,1503542
"184",15850724,1523163
"185",15909623,1560409
"186",15931179,1587687
"187",16045968,1619512
"188",16055120,1624188
"189",16063711,1630783
"190",16064684,1646575
"191",16080327,1650788
"192",16143873,1677845
"193",16148749,1692539
"194",16198418,1731509
"195",16198892,1742182
"196",16207371,1742438
"197",16220635,1755196
"198",16357859,1808009
"199",16382403,1855447
"200",16507055,1866771
"201",16511012,1868990
"202",16514161,1881644
"203",16519266,1913234
"204",16539335,1981757
"205",16554487,1983215
"206",16565839,1989724
"207",16646169,2022210
