"","X3.top","X3.bottom"
"1",1307545,112995
"2",2019492,119320
"3",2019803,166468
"4",2089796,175747
"5",3119394,217992
"6",3280628,218193
"7",3690885,227955
"8",4292516,254376
"9",7362003,265843
"10",7505862,289115
"11",8097026,311416
"12",8103954,330628
"13",8111101,331113
"14",8112976,331239
"15",8113680,358471
"16",8687411,375975
"17",9537409,450654
"18",9709502,477511
"19",9950371,498999
"20",11221989,526067
"21",13817464,547951
"22",13817723,562894
"23",14019589,600168
"24",14172093,600751
"25",15146089,634245
"26",15363060,705493
"27",15469141,747393
"28",15478472,801903
"29",15574705,807803
"30",15586193,821714
"31",15682341,823085
"32",15682425,845810
"33",16287348,853512
"34",16287413,873992
"35",16461651,898144
"36",16752123,927454
"37",17155617,964975
"38",18881067,965038
"39",18984629,995350
"40",19017718,1046637
"41",19523301,1048319
"42",19523345,1050204
"43",19715664,1088397
"44",19727715,1106864
"45",19926892,1126957
"46",20345625,1134519
"47",20374248,1141902
"48",20528365,1157148
"49",20791816,1184392
"50",20805657,1195866
"51",21127591,1220162
"52",21782495,1648978
"53",21859514,1840670
"54",22995660,1841282
"55",22995736,1933321
"56",23767340,1937737
"57",24216897,1953238
"58",25970073,1979416
"59",26826408,2069008
"60",26983081,2200724
"61",27034029,2214143
"62",27448938,2216785
"63",27596694,2232407
"64",27609238,2237523
"65",27828336,2425006
"66",28948196,2449415
"67",29344359,2460356
"68",30957674,2484750
"69",31457813,2630684
"70",31457929,2800729
"71",31486076,2801168
"72",31718856,2948152
"73",32317812,3077120
"74",32904982,3090317
"75",33325047,3203518
"76",33469078,3232499
"77",33470448,3246600
"78",33923268,3271966
"79",34068871,3272110
"80",34095396,3293908
"81",34151064,3314504
"82",34218542,3322962
"83",34270535,3324648
"84",34271041,3355525
"85",34598586,3358285
"86",34793248,3386837
"87",34814921,3442607
"88",34917310,3442992
"89",34917498,3488494
"90",35427166,3638434
"91",36336709,3650680
"92",38499266,3776976
"93",42307457,3846616
"94",42891909,3892441
"95",43291058,3976856
"96",44775532,4197768
"97",45448620,5097722
"98",48552889,5122323
"99",49741394,5124902
"100",50657828,5150423
"101",51106401,5162500
"102",51601871,5169969
"103",51660996,5170175
"104",52413478,5265003
"105",52691403,5267326
"106",52696324,5361133
"107",52701630,5531287
"108",53472488,5558527
"109",53810649,5578134
"110",53811104,5601044
"111",55179520,5703035
"112",55366053,5775516
"113",56853376,6273167
"114",56853415,6916919
"115",57286170,7648479
"116",58685412,7663339
"117",58685509,7687039
"118",59080841,7851773
"119",59081262,7891206
"120",59081499,7900114
"121",59246646,8163967
"122",59784104,8226197
"123",59784141,8281062
"124",59784262,9216446
"125",60221758,9218338
"126",60306587,9977302
"127",62840970,10136644
"128",62861052,10199023
"129",66446852,10255280
"130",67137958,10288757
"131",67614712,10289483
"132",68483062,10825670
"133",70465273,10826039
"134",75968406,10865709
"135",77571280,11128091
"136",78601437,11130839
"137",78601732,11175428
"138",78730869,11311720
"139",79953779,11739478
"140",80167406,11824137
"141",80437879,12034045
"142",80438128,12235980
"143",80582663,12449181
"144",80657955,12682407
"145",80775572,12682571
"146",81234488,12682613
"147",81353440,12682750
"148",81353745,12690252
"149",82139791,12722062
"150",82315564,12874455
"151",82580929,12921494
"152",82581135,12921932
"153",82581201,12922213
"154",82581300,13481664
"155",82581321,13671903
"156",82581351,13911501
"157",82843874,13911582
"158",83058250,13912070
"159",83801096,14182476
"160",84491542,14255899
"161",85164368,14347238
"162",85176882,14808313
"163",88032719,14808319
"164",88032786,15418314
"165",88032891,15598335
"166",88374159,15598519
"167",89254194,15615478
"168",90127010,16295607
"169",90127253,16295881
"170",91710906,16595137
"171",92099778,16596083
"172",92348675,16725511
"173",92427135,16952428
"174",92444546,17025803
"175",92574653,17248686
"176",92830442,17298481
"177",93047410,17298505
"178",93047497,17334921
"179",93109082,17405016
"180",93414822,17626784
"181",93536303,18358987
"182",94197702,18385584
"183",94308754,18385714
"184",94578486,18506896
"185",94782936,18661316
"186",94783054,18760224
"187",94859225,18762279
"188",95921045,19036086
"189",95929768,19192908
"190",95937686,19203980
"191",96446744,19439351
"192",96453274,19453447
"193",96455780,19552565
"194",98872092,19633664
"195",98872100,19633791
"196",99040532,19807149
"197",99080944,20340640
"198",99275111,21165187
"199",99428985,21187638
"200",99429187,21212472
"201",99446594,21212553
"202",99447052,21232149
"203",99521156,21264413
"204",99633645,21410332
"205",100019969,21410434
"206",100020071,21796758
"207",100165990,21909247
"208",100198254,21983351
"209",100217850,21983809
"210",100217931,22001216
"211",100242765,22001418
"212",100265216,22155292
"213",101089763,22349459
"214",101623254,22389871
"215",101796612,22558303
"216",101796739,22558311
"217",101877838,24974623
"218",101976956,24977129
"219",101991052,24983659
"220",102226423,25492717
"221",102237495,25500635
"222",102394317,25509358
"223",102668124,26571178
"224",102670179,26647349
"225",102769087,26647467
"226",102923507,26851917
"227",103044689,27121649
"228",103044819,27232701
"229",103071416,27894100
"230",103803619,28015581
"231",104025387,28321321
"232",104095482,28382906
"233",104131898,28382993
"234",104131922,28599961
"235",104181717,28855750
"236",104404600,28985857
"237",104477975,29003268
"238",104704892,29081728
"239",104834320,29330625
"240",104835266,29719497
"241",105134522,31303150
"242",105134796,31303393
"243",105814925,32176209
"244",105831884,33056244
"245",105832068,33397512
"246",106012089,33397617
"247",106622084,33397684
"248",106622090,36253521
"249",107083165,36266035
"250",107174504,36938861
"251",107247927,37629307
"252",107518333,38372153
"253",107518821,38586529
"254",107518902,38849052
"255",107758500,38849082
"256",107948739,38849103
"257",108508190,38849202
"258",108508471,38849268
"259",108508909,38849474
"260",108555948,39114839
"261",108708341,39290612
"262",108740151,40076658
"263",108747653,40076963
"264",108747790,40195915
"265",108747832,40654831
"266",108747996,40772448
"267",108981222,40847740
"268",109194423,40992275
"269",109396358,40992524
"270",109606266,41262997
"271",109690925,41476624
"272",110118683,42699534
"273",110254975,42828671
"274",110299564,42828966
"275",110302312,43859123
"276",110564694,45461997
"277",110604364,50965130
"278",110604733,52947341
"279",111140920,53815691
"280",111141646,54292445
"281",111175123,54983551
"282",111231380,58569351
"283",111293759,58589433
"284",111453101,61123816
"285",112212065,61208645
"286",112213957,61646141
"287",113149341,61646262
"288",113204206,61646299
"289",113266436,62183757
"290",113530289,62348904
"291",113539197,62349141
"292",113578630,62349562
"293",113743364,62744894
"294",113767064,62744991
"295",113781924,64144233
"296",114513484,64576988
"297",115157236,64577027
"298",115654887,66064350
"299",115727368,66250883
"300",115829359,67619299
"301",115852269,67619754
"302",115871876,67957915
"303",115899116,68728773
"304",116069270,68734079
"305",116163077,68739000
"306",116165400,69016925
"307",116260228,69769407
"308",116260434,69828532
"309",116267903,70324002
"310",116279980,70772575
"311",116305501,71689009
"312",116308080,72877514
"313",116332681,75981783
"314",117232635,76654871
"315",117453547,78139345
"316",117537962,78538494
"317",117583787,79122946
"318",117653427,82931137
"319",117779723,85093694
"320",117791969,86003237
"321",117941909,86512905
"322",117987411,86513093
"323",117987796,86615482
"324",118043566,86637155
"325",118072118,86831817
"326",118074878,87159362
"327",118105755,87159868
"328",118107441,87211861
"329",118115899,87279339
"330",118136495,87335007
"331",118158293,87361532
"332",118158437,87507135
"333",118183803,87959955
"334",118197904,87961325
"335",118226885,88105356
"336",118340086,88525421
"337",118353283,89112591
"338",118482251,89711547
"339",118629235,89944327
"340",118629674,89972474
"341",118799719,89972590
"342",118945653,90472729
"343",118970047,92086044
"344",118980988,92482207
"345",119005397,93602067
"346",119192880,93821165
"347",119197996,93833709
"348",119213618,93981465
"349",119216260,94396374
"350",119229679,94447322
"351",119361395,94603995
"352",119450987,95460330
"353",119477165,97213506
"354",119492666,97663063
"355",119497082,98434667
"356",119589121,98434743
"357",119589733,99570889
"358",119781425,99647908
"359",120210241,100302812
