"","X20.top","X20.bottom"
"1",191868,68171
"2",370650,164206
"3",496016,204010
"4",558210,360194
"5",591959,379793
"6",599079,807826
"7",639922,823757
"8",825742,871543
"9",855698,912973
"10",870397,1007992
"11",884652,1175404
"12",968457,1236632
"13",1020528,1332614
"14",1023983,1431531
"15",1106509,1493954
"16",1238443,1822750
"17",1290150,1829396
"18",1291846,1881223
"19",1376505,1917216
"20",1493400,2110188
"21",1656414,2173379
"22",1750041,2208077
"23",1844446,2288206
"24",1947390,2339764
"25",1952148,2376974
"26",2077866,2432927
"27",2082527,2502713
"28",2112306,2626825
"29",2150879,2664427
"30",2198780,2696616
"31",2212008,2702369
"32",2257954,2833828
"33",2300911,2837083
"34",2492879,2860372
"35",2525787,2926068
"36",2701815,2941419
"37",3034267,3038941
"38",3041550,3080473
"39",3089991,3130732
"40",3123126,3168247
"41",3123778,3199225
"42",3124669,3329923
"43",3193967,3563056
"44",3476877,3563802
"45",3557754,3646420
"46",3566628,3658988
"47",3663807,3746101
"48",3787896,3833417
"49",3846500,3953501
"50",3942592,4303306
"51",4008308,4316063
"52",4013566,4336344
"53",4143273,4482685
"54",4687998,4575956
"55",4799433,4578576
"56",4950049,4615874
"57",5000771,4696235
"58",5336725,4731641
"59",5429118,4853033
"60",5452205,4986261
"61",5521950,4996558
"62",5545758,5011121
"63",5554775,5230904
"64",5570894,5307978
"65",5802717,5310119
"66",5866164,5349834
"67",6032553,5853949
"68",6051056,5861578
"69",6063617,5911458
"70",6188865,5950780
"71",6354842,6003498
"72",6509761,6012373
"73",6511762,6063849
"74",6615553,6099874
"75",6736353,6249920
"76",6748067,6260890
"77",6881715,6364049
"78",7013541,6493472
"79",7053421,6566511
"80",7114155,6624472
"81",7197777,6980246
"82",7224437,7117248
"83",7284785,7195783
"84",7506604,7233298
"85",7516323,7235761
"86",7525000,7289816
"87",7624472,7323085
"88",7668796,7367927
"89",7688878,7552952
"90",7695715,7659661
"91",7796100,7664706
"92",7856179,7679402
"93",8002176,7744529
"94",8074391,7797234
"95",8146074,7829994
"96",8179150,7830199
"97",8179254,7880901
"98",8209430,7937769
"99",8216764,7963987
"100",8302022,7997683
"101",8337539,8017305
"102",8432251,8128466
"103",8478083,8212776
"104",8560451,8332252
"105",8645410,8343339
"106",8687209,8508370
"107",8691220,8537660
"108",8708616,8852729
"109",8818684,9038948
"110",9024217,9046963
"111",9144108,9051385
"112",9205895,9052997
"113",9209891,9086881
"114",9312512,9104555
"115",9317538,9244134
"116",9328021,9334969
"117",9387585,9639708
"118",9489037,9761715
"119",9534148,9762535
"120",9860499,9763563
"121",9862621,10018182
"122",9899416,10103035
"123",9928364,10136195
"124",9993786,10196725
"125",10033414,10209126
"126",10077152,10317531
"127",10078023,10417593
"128",10146706,10633757
"129",10153909,10649334
"130",10154659,10734917
"131",10201762,10905020
"132",10430097,10973932
"133",10441192,11011674
"134",10596785,11016423
"135",10642696,11131275
"136",10704675,11198721
"137",10737495,11207989
"138",10838407,11224098
"139",10924180,11330108
"140",10972814,11369556
"141",10988896,11391937
"142",11039377,11579168
"143",11121139,11595349
"144",11174270,11627618
"145",11197395,11647880
"146",11288436,11661530
"147",11360432,11752911
"148",11389139,11795458
"149",11391239,11815080
"150",11419198,11859671
"151",11428558,11873081
"152",11508223,11934954
"153",11636677,11976920
"154",11641344,12061782
"155",11876594,12102194
"156",12008866,12449812
"157",12022395,12455663
"158",12073854,12538237
"159",12073877,12627701
"160",12193969,12731246
"161",12281331,12797155
"162",12321415,12819877
"163",12457754,12947395
"164",12462003,12953804
"165",12492283,12992319
"166",12528935,12997170
"167",12564881,13005883
"168",12606721,13013813
"169",12654205,13132393
"170",12694288,13230675
"171",12726161,13240562
"172",12762848,13376843
"173",12837052,13376887
"174",12946453,13438034
"175",12996867,13631766
"176",13378459,13677002
"177",13390244,13688637
"178",13400707,13688731
"179",13423448,13756476
"180",13494978,13835756
"181",13496712,13980539
"182",13523783,13980892
"183",13617967,14045800
"184",13620781,14095644
"185",13622306,14101015
"186",13657298,14135631
"187",13737116,14178823
"188",13817467,14191845
"189",13854450,14221228
"190",13967243,14298236
"191",13968169,14336333
"192",13996258,14337941
"193",14085011,14377087
"194",14171207,14396054
"195",14213926,14434591
"196",14485124,14447952
"197",14569126,14622398
"198",14585708,14652060
"199",14611246,14720227
"200",14615959,14840526
"201",14626917,14895669
"202",14659178,14927431
"203",14686513,14958043
"204",14762616,15008824
"205",14817788,15051739
"206",14827229,15294993
"207",14834342,15301668
"208",14870976,15320781
"209",14888739,15322942
"210",15009951,15413814
"211",15121970,15480710
"212",15210099,15491583
"213",15236834,15496482
"214",15248734,15695311
"215",15476455,15707986
"216",15531342,15731749
"217",15540759,15869194
"218",15628981,15884704
"219",15650758,15910477
"220",15677424,16001959
"221",15848646,16071814
"222",15858510,16206282
"223",15881176,16239959
"224",15942644,16244012
"225",15985123,16283853
"226",15990383,16377199
"227",16010893,16532006
"228",16026975,16607282
"229",16029086,16664859
"230",16044602,16689583
"231",16138675,16710649
"232",16286296,16754289
"233",16540930,16764169
"234",16552198,16788544
"235",16597427,16964577
"236",16695630,16981880
"237",16837945,17025344
"238",16936850,17095224
"239",16944787,17194023
"240",17056329,17200720
"241",17099002,17240883
"242",17197818,17328266
"243",17219311,17362229
"244",17223371,17521576
"245",17334945,17573860
"246",17385846,17642512
"247",17447118,17693331
"248",17536695,17704290
"249",17554581,17764153
"250",17629578,17857744
"251",17630270,17866532
"252",17679153,17903225
"253",17723255,17991840
"254",17724257,17994920
"255",17724682,18066814
"256",17771779,18145574
"257",17790094,18224408
"258",17822846,18356362
"259",17892389,18398754
"260",17993581,18401137
"261",18009524,18497449
"262",18068281,18679220
"263",18156138,18696864
"264",18240594,18788948
"265",18263913,18876962
"266",18292773,18904953
"267",18370679,18926553
"268",18408765,18929455
"269",18435082,19152595
"270",18498518,19202462
"271",18519903,19261978
"272",18755026,19322313
"273",18900678,19353150
"274",18920038,19434509
"275",19138119,19439733
"276",19353566,19500830
"277",19384998,19599646
"278",19392673,19601445
"279",19410638,19613148
"280",19446456,19656648
"281",19447472,19692215
"282",19464871,19747086
"283",19469959,19859682
"284",19720521,19921655
"285",19839083,19931597
"286",19839127,19985921
"287",19849213,20442025
"288",19878114,20621787
"289",19895942,20625414
"290",19933285,20664412
"291",19943026,20674309
"292",19953684,20817996
"293",19960060,20976677
"294",20001860,21004912
"295",20021181,21104325
"296",20037334,21243630
"297",20073645,21291205
"298",20075847,21301349
"299",20119715,21544247
"300",20165462,21548676
"301",20240361,21549162
"302",20316113,21584276
"303",20523037,21605000
