"","X12.top","X12.bottom"
"1",55483,69009
"2",86577,111560
"3",269321,140366
"4",396090,279761
"5",531399,312250
"6",534855,347283
"7",647748,469559
"8",787847,620335
"9",803288,701152
"10",804139,731715
"11",897339,739470
"12",900572,763283
"13",1038213,807475
"14",1133305,821233
"15",1143854,838676
"16",1199194,865781
"17",1248499,1105405
"18",1382910,1148583
"19",1438123,1296112
"20",1480920,1341438
"21",1630128,1363334
"22",1648461,1366951
"23",1657262,1370954
"24",1673770,1409291
"25",1841988,1458253
"26",1929407,1627013
"27",1931002,1647200
"28",1963080,1696841
"29",1964811,1738869
"30",1966330,1802068
"31",2013914,1821257
"32",2118771,1888962
"33",2202034,1904007
"34",2304078,1920463
"35",2361868,1948270
"36",2460118,1987486
"37",2469653,2005726
"38",2499832,2080372
"39",2552917,2135656
"40",2603968,2138294
"41",2661219,2316847
"42",2663980,2346112
"43",2707095,2379407
"44",2728901,2411764
"45",2772745,2620919
"46",2834181,2638329
"47",2876876,2661893
"48",3024582,2691199
"49",3036962,2744896
"50",3393602,2800158
"51",3470436,2864367
"52",3476107,3028555
"53",3753418,3039869
"54",3758479,3051100
"55",4003613,3085561
"56",4135446,3228288
"57",4262083,3266930
"58",4317503,3278988
"59",4557280,3292152
"60",4637663,3374997
"61",4703569,3395967
"62",4825042,3484228
"63",4916444,3493406
"64",5088867,3551614
"65",5127002,3650794
"66",5195020,3686900
"67",5196284,3690711
"68",5293344,3931995
"69",5476379,3996212
"70",5486780,4034201
"71",5498956,4100672
"72",5526852,4126169
"73",5611192,4149894
"74",5769767,4174506
"75",5951812,4175087
"76",5982148,4183258
"77",6079074,4230377
"78",6121613,4308517
"79",6134696,4423384
"80",6152477,4449809
"81",6153825,4452389
"82",6267114,4713486
"83",6303439,4752857
"84",6369457,4761622
"85",6375697,4825477
"86",6394470,4856476
"87",6452711,4877607
"88",6748742,4927738
"89",6754273,5016192
"90",6811670,5028540
"91",6956328,5031944
"92",6967561,5135127
"93",7024202,5213676
"94",7024214,5312571
"95",7284212,5353816
"96",7304664,5415573
"97",7461552,5417744
"98",7474851,5647626
"99",7543212,5708488
"100",7556507,5732056
"101",7581318,5748795
"102",7676059,5750778
"103",7688092,5756969
"104",7809487,5786255
"105",7886238,5901949
"106",7896150,5973411
"107",8043974,6106742
"108",8121717,6123031
"109",8211992,6138274
"110",8307077,6220646
"111",8344373,6272191
"112",8456469,6334090
"113",8458060,6345314
"114",8587161,6432692
"115",8588897,6441617
"116",8686761,6498073
"117",8918248,6555563
"118",8930721,6570773
"119",8950024,6584620
"120",8985343,6655522
"121",9069794,6673628
"122",9302035,6771328
"123",9374158,6771717
"124",9473888,6774521
"125",9519689,6822653
"126",9613850,6884821
"127",9748825,6951948
"128",9762459,7015369
"129",9771779,7031123
"130",9779330,7112000
"131",9842685,7204448
"132",9899103,7223438
"133",9924468,7270893
"134",10012004,7438859
"135",10040645,7508233
"136",10171678,7529186
"137",10195062,7589796
"138",10577939,7674727
"139",10596246,7914480
"140",10615122,7923434
"141",10634112,8136279
"142",10673589,8244816
"143",10768987,8324226
"144",10791307,8337258
"145",10934596,8413675
"146",10978712,8415926
"147",10980703,8483117
"148",10982029,8489282
"149",11003861,8677744
"150",11034278,8687731
"151",11058744,8930737
"152",11163126,8934072
"153",11245628,8963640
"154",11255451,9053723
"155",11287434,9073468
"156",11536208,9090048
"157",11539353,9110191
"158",11543542,9195501
"159",11553649,9326319
"160",11860106,9389728
"161",11994961,9414158
"162",12099999,9446535
"163",12100973,9456823
"164",12141997,9569046
"165",12155392,9616809
"166",12264303,9622874
"167",12330754,9650311
"168",12377601,9865093
"169",12423235,9882572
"170",12494997,9941451
"171",12585775,9988641
"172",12645561,10017049
"173",12881236,10114518
"174",12957844,10213041
"175",12982252,10239898
"176",13168247,10316070
"177",13275034,10366902
"178",13295719,10425285
"179",13337066,10427443
"180",13358869,10478311
"181",13485839,10550537
"182",13587893,10573750
"183",13686247,10803038
"184",13739883,10848728
"185",13835511,10857037
"186",13891238,10932278
"187",14010429,10942935
"188",14036550,10971401
"189",14297249,11004018
"190",14409484,11005280
"191",14415443,11026939
"192",14482512,11197038
"193",14513686,11231664
"194",14633939,11274701
"195",14701220,11409480
"196",14733931,11424786
"197",14813653,11432266
"198",14916270,11446123
"199",14955985,11452184
"200",14997525,11542228
"201",15170254,11808765
"202",15177028,11834814
"203",15200808,11889828
"204",15383931,12109753
"205",15451616,12224676
"206",15462010,12257647
"207",15474171,12317670
"208",15571246,12324507
"209",15658866,12352843
"210",15685223,12389076
"211",16034658,12539239
"212",16058539,12546213
"213",16075669,12607784
"214",16114144,12682301
"215",16176729,12853488
"216",16213055,13319066
"217",16496157,13441965
"218",16591244,13480724
"219",16704623,13563208
"220",16724177,13587492
"221",16945802,13675423
"222",17021891,13741873
"223",17031987,13770353
"224",17236557,13789647
"225",17257119,13790379
"226",17368882,13927175
