"","X1.top","X1.bottom"
"1",56739,257602
"2",242447,257689
"3",371849,257916
"4",447799,258275
"5",479290,278044
"6",664464,548841
"7",710556,612354
"8",841326,1024829
"9",898101,1107789
"10",974123,1121865
"11",1004716,1146074
"12",1015550,1270914
"13",1018742,1340046
"14",1170194,1574502
"15",1179884,1582488
"16",1240844,1582558
"17",1681994,1620454
"18",1743758,1622545
"19",1755168,1849302
"20",1767578,1872543
"21",1777240,1884626
"22",1798478,1916082
"23",1801798,2136268
"24",1829544,2143059
"25",1902856,2231964
"26",2004490,2263154
"27",2012774,2443276
"28",2266174,2475445
"29",2304179,2488573
"30",2387815,2488661
"31",2393010,2497322
"32",2422930,2519376
"33",2424671,2535050
"34",2442891,2551737
"35",2447366,2561394
"36",2459566,2581422
"37",2489302,2584225
"38",2585899,2618377
"39",2603981,2619173
"40",2634689,2636795
"41",2680894,2654659
"42",2697182,2665800
"43",2714799,2681776
"44",2842847,2695909
"45",2963310,2700820
"46",3047251,2701041
"47",3050486,2725488
"48",3149967,2757587
"49",3155390,2861545
"50",3226328,2864538
"51",3238703,2910812
"52",3570560,2930893
"53",3674749,3039674
"54",3688210,3045744
"55",4343066,3058927
"56",4347324,3060354
"57",4649167,3085038
"58",4956675,3118052
"59",5888661,3118090
"60",5984567,3118134
"61",5987069,3134080
"62",6347025,3160305
"63",6432528,3160690
"64",6609207,3176190
"65",6609380,3262663
"66",6870840,3276411
"67",7165092,3306135
"68",7717532,3314969
"69",8179350,3377019
"70",8363340,3452184
"71",9397450,3453670
"72",9416583,3567283
"73",9601634,3781381
"74",9759002,3917209
"75",10206370,3922939
"76",10320988,3938763
"77",10490386,3987557
"78",10506277,4037399
"79",10736203,4038614
"80",10926528,4058078
"81",11084000,4076992
"82",11084009,4091489
"83",11084438,4114288
"84",11115092,4119398
"85",12796394,4135360
"86",12891064,4137021
"87",13237306,4139473
"88",13245484,4160729
"89",14315150,4209558
"90",14794585,4242348
"91",14989738,4308981
"92",15402253,4311783
"93",16156792,4351820
"94",16283319,4365426
"95",16337403,4380237
"96",16404831,4380323
"97",16445314,4475178
"98",16628515,4550718
"99",16693343,4738956
"100",18024182,4903221
"101",18160807,4912073
"102",18221413,4916497
"103",18719303,4935502
"104",18899952,4989102
"105",19227474,4990605
"106",19864653,5142905
"107",19875939,5222920
"108",20243245,5351003
"109",20871192,5351973
"110",20989481,5352563
"111",21492997,5430560
"112",22030864,5450023
"113",22767561,5466403
"114",22988529,5523888
"115",23092600,5604412
"116",23713322,5677747
"117",23925906,5707411
"118",23927449,5731298
"119",24105692,5821539
"120",24251026,5907260
"121",24779917,5959542
"122",24808564,5975345
"123",24958629,6311146
"124",25083328,6643204
"125",25315517,6782470
"126",26087245,6792404
"127",26286975,7026253
"128",27239739,7135686
"129",27277467,7165623
"130",27295142,7171374
"131",27322179,7172081
"132",27471107,7287265
"133",27685137,7374340
"134",27791848,7580542
"135",27828681,7608586
"136",28174710,7622147
"137",28611882,7622156
"138",29282159,7624512
"139",29577866,7624521
"140",29655414,7629935
"141",30302982,7647375
"142",30523442,7704888
"143",30681478,7737770
"144",30959253,7761461
"145",31284083,7797411
"146",31461048,7897083
"147",31814115,7897152
"148",32042533,7897161
"149",32503469,7935895
"150",32859824,7936789
"151",33667254,7953033
"152",33788545,7970114
"153",33854776,8029102
"154",33854906,8086062
"155",34519506,8086416
"156",34818313,8087280
"157",34848714,8090609
"158",34980553,8090776
"159",35376035,8093527
"160",35629618,8108099
"161",35753302,8144427
"162",36028656,8161666
"163",36416326,8217071
"164",36721845,8610320
"165",37084427,8785884
"166",37224817,8916434
"167",37400513,9200541
"168",38432568,9254625
"169",38782291,9298555
"170",38970185,9563803
"171",39131262,9813437
"172",40176652,9966865
"173",40306629,10026569
"174",41185854,10043382
"175",41451451,10043516
"176",41556279,10180776
"177",41647951,10211885
"178",41833088,10276441
"179",41853316,10317031
"180",41918838,10323273
"181",42252796,10377447
"182",42468919,10393930
"183",42498099,10394488
"184",42592388,10446275
"185",42627754,10465121
"186",42658967,10468809
"187",42743201,10508901
"188",42825825,10511472
"189",42843739,10538998
"190",42929338,10539052
"191",42935980,10554739
"192",43222047,10556054
"193",43619976,10557906
"194",43713265,10572121
"195",43713274,10585211
"196",43713378,10629484
"197",43713943,10652765
"198",43714194,10736674
"199",43714344,10749936
"200",44006462,10750068
"201",44331395,10753953
"202",44493451,10767554
"203",44508083,10772966
"204",44620847,10774827
"205",44727353,10775401
"206",44727375,10777772
"207",44801674,10796282
"208",44845735,10798836
"209",44873257,10808592
"210",44876263,10832788
"211",45005526,10833458
"212",45019737,10846438
"213",45042184,10859241
"214",45466380,10859714
"215",45489363,10903666
"216",45809823,10918604
"217",45838767,10924641
"218",45871481,10925202
"219",46685214,10928489
"220",46920860,10932378
"221",46969122,10932411
"222",47017575,10939924
"223",47060177,10953454
"224",47064523,10964255
"225",47196939,10978101
"226",47443128,10982007
"227",47508130,10996747
"228",47688815,11000805
"229",48191152,11019224
"230",48812538,11020661
"231",49116169,11081831
"232",49165367,11204540
"233",49257198,11232697
"234",49328391,11236257
"235",49685160,11237577
"236",49905501,11239404
"237",50731238,11271039
"238",51284970,11300257
"239",51526477,11300786
"240",52277949,11304771
"241",52318578,11309613
"242",52629667,11316351
"243",52735049,11316360
"244",52834306,11318173
"245",52834315,11318182
"246",52836391,11346339
"247",53052834,11347793
"248",53630731,11354013
"249",53809222,11366266
"250",54540058,11370029
"251",54938048,11380107
"252",55396438,11386641
"253",56282815,11423847
"254",56346810,11434972
"255",56521590,11461670
"256",56628048,11467099
"257",56830230,11469516
"258",56909565,11474415
"259",56984786,11477647
"260",57035956,11480319
"261",57731678,11488170
"262",58148290,11488455
"263",58200959,11490010
"264",58359360,11533013
"265",58395778,11572991
"266",58434280,11595373
"267",58444446,11616057
"268",58461834,11616212
"269",58497604,11621130
"270",59207670,11631107
"271",59271925,11671384
"272",59331775,11681066
"273",59344048,11685157
"274",59375519,11686386
"275",59396202,11698946
"276",60202796,11699609
"277",60601325,11760232
"278",60626925,11765699
"279",60700942,11804495
"280",60933530,11824503
"281",62171569,11845927
"282",62413017,11880261
"283",63246674,11931255
"284",63412663,11949241
"285",63516123,12013328
"286",64222266,12019108
"287",64588588,12019117
"288",64602058,12023184
"289",64681501,12023193
"290",64705229,12027258
"291",64758026,12063022
"292",64794455,12063070
"293",64885236,12088199
"294",65236386,12094466
"295",65561891,12104286
"296",65616374,12104630
"297",65721782,12119986
"298",66214977,12124511
"299",67212473,12159872
"300",67256031,12161837
"301",67319037,12164213
"302",67319545,12187685
"303",67343040,12188195
"304",67576157,12194990
"305",67711981,12203882
"306",67722326,12218343
"307",67847024,12244948
"308",67902773,12279287
"309",67961676,12280909
"310",68029202,12327711
"311",68057971,12329225
"312",68099754,12348230
"313",68241954,12374151
"314",68274749,12396178
"315",68275236,12438661
"316",68275961,12447856
"317",68400167,12458551
"318",68423169,12472055
"319",68432538,12474535
"320",68454109,12479489
"321",68455576,12480147
"322",68629856,12483036
"323",68668123,12488441
"324",68668187,12506374
"325",68782511,12509068
"326",68818302,12548410
"327",68838200,12554841
"328",69101010,12558180
"329",69103685,12569262
"330",69183803,12569271
"331",69185285,12577042
"332",69226955,12578271
"333",69269862,12582751
"334",69279236,12589197
"335",69351314,12625865
"336",69591359,12631426
"337",69646269,12651459
"338",69656147,12663170
"339",69747174,12683805
"340",69916845,12691905
"341",69951154,12696770
"342",69951769,12701123
"343",69975513,12713291
"344",70093776,12725563
"345",70097766,12726712
"346",70099381,12729196
"347",70106287,12738133
"348",70106688,12749120
"349",70189574,12752008
"350",70437294,12776200
"351",70438105,12779747
"352",70678290,12781788
"353",70845188,12811035
"354",70909684,12814775
"355",70946895,12814823
"356",71036491,12837316
"357",71044729,13054253
"358",71213409,13073132
"359",71247527,13102214
"360",71247536,13124610
"361",71384660,13158432
"362",71395840,13158573
"363",71443590,13174290
"364",71444814,13175305
"365",71672763,13177217
"366",71919980,13188312
"367",72051486,13203718
"368",72083000,13205600
"369",72086151,13207270
"370",72469601,13213414
"371",72561200,13261171
"372",72573728,13377931
"373",72703944,13386436
"374",72709062,13408333
"375",72938661,13409756
"376",72943586,13431369
"377",72946197,13449042
"378",72964535,13455333
"379",72965072,13514243
"380",72978653,13539284
"381",72982390,13539769
"382",73005393,13567198
"383",73089609,13572318
"384",73092019,13578152
"385",73198755,13579717
