"","X24.top","X24.bottom"
"1",7860,12738
"2",10055,23793
"3",17617,34216
"4",20161,45075
"5",36455,154560
"6",37611,180681
"7",39409,244134
"8",43795,267424
"9",70394,267489
"10",74253,284184
"11",77840,284251
"12",80046,284460
"13",80469,311682
"14",87856,311750
"15",113013,333894
"16",163077,333962
"17",173751,334171
"18",176618,347110
"19",181029,347178
"20",181738,347386
"21",182181,361212
"22",182385,381605
"23",433804,392187
"24",464762,422240
"25",499466,457276
"26",576560,480720
"27",628936,510274
"28",645467,542990
"29",653902,559379
"30",667066,563564
"31",681179,635186
"32",682657,642308
"33",692001,644462
"34",740517,665522
"35",756475,714880
"36",758666,726550
"37",782661,763501
"38",801223,828670
"39",846462,839672
"40",851107,839821
"41",873503,851080
"42",882795,868990
"43",885675,871504
"44",887382,892858
"45",887705,903626
"46",891824,909318
"47",892728,921472
"48",899530,924917
"49",903133,966566
"50",913614,986508
"51",914326,987152
"52",915796,990239
"53",918135,1085184
"54",921487,1101789
"55",929554,1116328
"56",935004,1168663
"57",954717,1199354
"58",971804,1223746
"59",987384,1256179
"60",1001382,1256573
"61",1002814,1309819
"62",1005780,1347325
"63",1008824,1368103
"64",1012276,1368199
"65",1022107,1376332
"66",1023611,1398623
"67",1040516,1440059
"68",1045241,1441046
"69",1051787,1445433
"70",1053957,1454567
"71",1059201,1454768
"72",1063012,1465181
"73",1066495,1481076
"74",1078757,1494303
"75",1088419,1498100
"76",1092941,1567165
"77",1097960,1609542
"78",1101155,1627906
"79",1107674,1677467
"80",1112085,1699595
"81",1114418,1744755
"82",1114841,1771522
"83",1115802,1839445
"84",1120600,1841169
"85",1129579,1870745
"86",1191985,1879151
"87",1271429,1926215
"88",1289432,1955994
"89",1290599,1957564
"90",1290855,1960736
"91",1291007,1971968
"92",1309837,1985319
"93",1326294,1995133
"94",1333705,2015269
"95",1343366,2061001
"96",1352486,2151642
"97",1367785,2165399
"98",1382731,2168386
"99",1382861,2230714
"100",1391827,2240836
"101",1399562,2349037
"102",1418105,2371223
"103",1421184,2380515
"104",1439523,2439968
"105",1445855,2513840
"106",1481275,2517267
"107",1483590,2580433
"108",1491664,2716743
"109",1505030,2746079
"110",1516870,2901431
"111",1543359,2936963
"112",1543635,2992821
"113",1547229,3005424
"114",1575246,3020826
"115",1578485,3096412
"116",1581479,3134397
"117",1581556,3143234
"118",1581995,3157758
"119",1596111,3164626
"120",1601140,3234327
"121",1605083,3294324
"122",1656068,3314829
"123",1677562,3317006
"124",1683131,3320427
"125",1691623,3411654
"126",1702886,3472633
"127",1762731,3493645
"128",1773732,3501249
"129",1789911,3510855
"130",1803519,3532325
"131",1818416,3555890
"132",1830507,3616018
"133",1833984,3631921
"134",1841408,3668456
"135",1856834,3692178
"136",1888330,3701510
"137",1892416,3772768
"138",1933014,3781876
"139",1962736,3813620
"140",1978456,3824165
"141",2014816,3864671
"142",2018968,3877497
"143",2054663,3916607
"144",2079005,3937897
"145",2080127,3997380
"146",2107769,4016929
"147",2137513,4050681
"148",2183854,4062062
"149",2241334,4113904
"150",2282026,4124978
"151",2368141,4125270
"152",2393925,4142455
"153",2407405,4148250
"154",2418350,4149496
"155",2433135,4164561
"156",2452945,4184268
"157",2459340,4191709
"158",2465703,4191813
"159",2466457,4199964
"160",2487692,4200807
"161",2488692,4235085
"162",2493449,4238992
"163",2508027,4252460
"164",2512717,4254621
"165",2515795,4281054
"166",2519794,4289025
"167",2530764,4292630
"168",2537858,4337106
"169",2541201,4355282
"170",2561105,4364787
"171",2564024,4417772
"172",2565011,4449541
"173",2565112,4451731
"174",2566488,4466702
"175",2578623,4469749
"176",2587646,4479150
"177",2589455,4479664
"178",2627931,4497444
"179",2630054,4510285
"180",2644150,4511036
"181",2649535,4511086
"182",2698102,4570411
"183",2701405,4578931
"184",2737846,4579599
"185",2828887,4611047
"186",2854921,4616747
"187",2858556,4661713
"188",2861687,4663997
"189",2869531,4691401
"190",2875191,4708943
"191",2889206,4720946
"192",2889833,4737410
"193",2920195,4749183
"194",2962776,4761989
"195",2967999,4770235
"196",2973361,4773906
"197",3005068,4787648
"198",3008419,4791785
"199",3020079,4805602
"200",3020509,4806019
"201",3032585,4887230
"202",3044018,4912135
"203",3046528,4990599
"204",3071530,5018485
"205",3106087,5124776
"206",3157949,5171062
"207",3159891,5171416
"208",3189464,5240777
"209",3236024,5240937
"210",3236338,5252651
"211",3353780,5316558
"212",3361734,5415914
"213",3401703,5416012
"214",3418166,5491875
"215",3440439,5512994
"216",3445913,5516559
"217",3457257,5601857
"218",3471521,5624318
"219",3510961,5652115
"220",3517109,5652866
"221",3520254,5680922
"222",3553544,5719125
"223",3564020,5738793
"224",3572161,5809740
"225",3592590,5812287
"226",3601444,5827531
"227",3629119,5846721
"228",3654846,5888864
"229",3675349,5917324
"230",3677116,6048678
"231",3680348,6211792
"232",3680540,6268974
"233",3721981,6272913
"234",3723464,6313495
"235",3743439,6345153
"236",3750321,6374338
"237",3759281,6410473
"238",3772543,6431176
"239",3790482,6464021
"240",3821911,6567987
"241",3849122,6677861
"242",3858228,6688722
"243",3893873,6694991
"244",3904031,6695085
"245",3905393,6708072
"246",3907993,6735622
"247",3937450,6759205
"248",3949862,6778375
"249",3972591,6781128
"250",4005115,6860218
"251",4021728,7018308
"252",4037869,7038503
"253",4074250,7041761
"254",4114650,7050056
"255",4172821,7072800
"256",4221360,7123835
"257",4229504,7209057
"258",4246762,7212182
"259",4247719,7228612
"260",4255364,7307704
"261",4257995,7391849
"262",4271725,7421935
"263",4314955,7428505
"264",4316866,7527240
"265",4321566,7613023
"266",4325869,7681053
"267",4331440,7696650
"268",4338569,7723764
"269",4344338,7738775
"270",4353022,7794043
"271",4355144,7805597
"272",4371497,7882929
"273",4417174,7977773
"274",4504156,7986905
"275",4528764,8013252
"276",4562303,8065734
"277",4612147,8148496
"278",4620744,8153219
"279",4687676,8204254
"280",4688621,8237408
"281",4753179,8260458
"282",4759466,8267617
"283",4762134,8267649
"284",4784033,8383078
"285",4787682,8401044
"286",4822929,8413822
"287",4832562,8435354
"288",4848355,8444378
"289",4863832,8518070
"290",4888256,8611715
"291",4924792,8686027
"292",5001065,8708510
"293",5005238,8711677
"294",5040454,8725007
"295",5062338,8729820
"296",5090249,8750260
"297",5155029,8788302
"298",5183240,8866718
"299",5186486,9057934
"300",5318661,9155054
"301",5448286,9301226
"302",5548369,9338867
"303",5585289,9411360
"304",5601688,9436711
"305",5698861,9585299
"306",5808617,9591025
"307",5850665,9713014
"308",5881682,9873483
"309",5906731,9880461
"310",5966762,9956147
"311",5967963,9970262
"312",6250171,10036957
"313",6274515,10065704
"314",6294231,10088857
"315",6395284,10241711
"316",6578716,10296038
"317",6696992,10325323
"318",6863026,10409583
"319",6924133,10445691
"320",6954022,10495288
"321",6997361,10591150
"322",7030924,10704364
"323",7057498,10817261
"324",7083241,10869069
"325",7145097,10872819
"326",7166462,10875458
"327",7187486,11061927
"328",7188168,11127442
"329",7200006,11146302
"330",7242466,11161835
"331",7244916,11162535
"332",7305428,11168209
"333",7366817,11188033
"334",7398512,11262873
"335",7404571,11289316
"336",7434644,11397329
"337",7494215,11428626
"338",7521565,11535449
"339",7566930,11610549
"340",7568225,11620340
"341",7648921,11632721
"342",7702509,11640780
"343",7710014,11645645
"344",7752123,11671616
"345",7847350,11850127
"346",7934230,11858453
"347",7960853,11893205
"348",7960867,11940271
"349",7966036,11949020
"350",8108953,11956956
"351",8259661,11965999
"352",8394927,11984762
"353",8497901,12029816
"354",8585941,12056254
"355",8597075,12120666
"356",8653766,12121629
"357",8715118,12155494
"358",8892629,12299416
"359",8981667,12305110
"360",9059556,12318504
"361",9110148,12346486
"362",9163024,12352428
"363",9182159,12411942
"364",9342828,12418171
"365",9436743,12431723
"366",9477185,12435782
"367",9515025,12487654
"368",9593123,12521156
"369",9599757,12542621
"370",9650203,12554040
"371",9692783,12611910
"372",9713993,12613762
"373",9727456,12629980
"374",9883230,12630946
"375",9973167,12645330
"376",9999803,12647613
"377",10314886,12649662
"378",10592938,12692768
"379",10675746,12701342
"380",10731370,12710839
"381",10890875,12740210
"382",10963862,12744179
"383",11068610,12747760
"384",11160854,12751687
"385",11164233,12827025
"386",11222443,12828618
"387",11251119,12830066
"388",11384084,12878864
"389",11503349,12905264
"390",11507858,12912679
"391",11530119,12960907
"392",11623697,12982300
"393",11657911,12996581
"394",11662034,13009060
"395",11687206,13011843
"396",12013547,13012856
"397",12058659,13015695
"398",12058967,13015899
"399",12084909,13018286
"400",12159320,13065042
"401",12281011,13076296
"402",12316228,13098954
"403",12321005,13133368
"404",12351893,13194449
"405",12617248,13223188
"406",12681318,13440218
"407",12762004,13485863
"408",12830668,13509403
"409",12861689,13544388
"410",12958021,13586358
"411",13083132,13630946
"412",13258140,13668639
"413",13924637,13682674
"414",14078337,13689921
"415",14190096,13693311
"416",14437782,13700507
"417",14443985,13701414
"418",14452550,13702349
"419",14465321,13710935
"420",14543206,13722064
"421",14567903,13724795
"422",14597769,13729854
"423",14641767,13758516
"424",14883297,13760192
"425",14908968,13779210
"426",15030665,13784570
"427",15043484,13785307
"428",15180935,13787447
"429",15184923,13796991
"430",15208675,13797573
"431",15484269,13831687
"432",15501029,13845258
"433",15666325,13867593
"434",15767802,13877345
"435",15847545,13911922
"436",15978076,13921171
"437",16036091,13946354
"438",16036834,13949508
"439",16140713,13951726
"440",16221312,13965270
"441",16441976,13971706
"442",16660117,13972224
"443",16702589,13973395
"444",16950685,13974949
"445",17080532,13982631
"446",17094267,13996082
"447",17239316,14118985
"448",17242598,14133345
"449",17572489,14137374
"450",17806306,14173082
"451",18058939,14174746
"452",18264438,14175417
"453",18306230,14176406
"454",18574288,14223818
"455",18658169,14249568
"456",18690330,14251303
"457",18864476,14253494
"458",18870465,14267364
"459",18924110,14269980
"460",18941678,14273838
"461",19016852,14303761
"462",19060492,14317538
"463",19175775,14318511
"464",19193675,14320167
"465",19305628,14328818
"466",19306824,14329244
"467",19310750,14331745
"468",19561270,14333858
"469",19636081,14343253
"470",19649830,14347865
"471",19659119,14350928
"472",19667085,14383314
"473",19669564,14399264
"474",19677731,14424208
"475",19682619,14426278
"476",19709317,14429246
"477",19740259,14444367
