"","X9.top","X9.bottom"
"1",241485,10787
"2",325804,17321
"3",413952,29807
"4",458653,138496
"5",717283,185388
"6",902696,230107
"7",910709,259811
"8",1178377,327892
"9",1211228,420898
"10",1216781,575433
"11",1377364,634149
"12",1377518,718119
"13",1498685,853456
"14",1536191,863559
"15",1720299,916990
"16",1774883,1113053
"17",1799413,1146500
"18",1805997,1297797
"19",1871804,1436990
"20",1905163,1522735
"21",1989040,1577805
"22",2029639,1587029
"23",2208358,1656948
"24",2249112,1888356
"25",2269643,1904690
"26",2292728,2048022
"27",2394165,2085730
"28",2574882,2120898
"29",2629834,2176127
"30",2631016,2179964
"31",2640343,2363255
"32",2661063,2424434
"33",2756123,2443466
"34",2784731,2490646
"35",2873273,2501785
"36",2952809,2744994
"37",3114221,2958627
"38",3120183,2975411
"39",3291396,3062195
"40",3310273,3072233
"41",3376877,3082054
"42",3441303,3096488
"43",3800279,3102284
"44",3998865,3368857
"45",4050234,3369728
"46",4066995,3387730
"47",4124373,3446999
"48",4292375,3465840
"49",4417437,3520955
"50",4469835,3533262
"51",4541337,3715013
"52",4545401,3724529
"53",4618720,4052861
"54",4703720,4060200
"55",4824029,4099722
"56",4892874,4166729
"57",4943659,4197111
"58",4951516,4267234
"59",4955373,4291449
"60",5061398,4303544
"61",5203069,4526372
"62",5209089,4552750
"63",5261586,4558634
"64",5438129,4629470
"65",5464382,4736450
"66",5687501,4770119
"67",5765151,4893497
"68",5821889,4960465
"69",5907776,4967893
"70",6023469,5003321
"71",6031525,5146248
"72",6110834,5305711
"73",6118231,5313471
"74",6211220,5395166
"75",6260180,5434293
"76",6291268,5489464
"77",6295315,5520200
"78",6297024,5531743
"79",6300506,5550186
"80",6324225,5560218
"81",6435491,5560668
"82",6608855,5673600
"83",6721176,5721767
"84",6723799,5814511
"85",6771522,5850504
"86",6820244,6039541
"87",6846171,6058095
"88",6906204,6080133
"89",7014464,6176016
"90",7053225,6177811
"91",7118936,6259971
"92",7130501,6278118
"93",7314627,6312085
"94",7388720,6313234
"95",7498656,6347361
"96",7576186,6422097
"97",7650998,6463886
"98",7691280,6500145
"99",7693461,6509091
"100",7853696,6597181
"101",7863645,6619696
"102",7912711,6620046
"103",7940484,6690309
"104",8024578,6811620
"105",8132866,6854606
"106",8302897,6900605
"107",8345184,6964378
"108",8360407,7038413
"109",8388331,7180879
"110",8408477,7182154
"111",8431212,7182167
"112",8441925,7395614
"113",8460438,7495136
"114",8564496,7500441
"115",8651090,7570143
"116",8662097,7574330
"117",8710334,7617077
"118",8761079,7644952
"119",8789659,7692725
"120",8840400,7771165
"121",8848320,7822351
"122",8915093,7882734
"123",8935961,8021087
"124",9063124,8041087
"125",9095292,8079432
"126",9204573,8115643
"127",9283054,8178457
"128",9338486,8260767
"129",9448514,8287185
"130",9466043,8303723
"131",9536320,8312931
"132",9602913,8471670
"133",9640174,8504504
"134",9734838,8794641
"135",9741886,9072436
"136",9824455,9260585
"137",10045320,9453793
"138",10151835,9540258
"139",10304631,9568266
"140",10414539,9618104
"141",10504119,9767601
"142",10543794,9857534
"143",10657702,9883689
"144",10770210,9884459
"145",10810258,10071805
"146",10905188,10227063
"147",10914762,10334954
"148",10932104,10401834
"149",11118328,10434989
"150",11204851,10472446
"151",11270261,10499267
"152",11370874,10534353
"153",11386025,10551812
"154",11398678,10555902
"155",11444233,10568766
"156",11475510,10583033
"157",11506110,10604707
"158",11562216,10610174
"159",11595163,10663110
"160",11707451,10698124
"161",11797266,10795947
"162",11908722,10795963
"163",12012088,10820778
"164",12288455,10848255
"165",12317459,10858775
"166",12338779,10927963
"167",12357014,10931244
"168",12404064,11045358
"169",12532020,11074361
"170",12562815,11144896
"171",12599155,11148567
"172",12600296,11336754
"173",12600409,11421300
"174",12644790,11455132
"175",12925805,11489793
"176",13145780,11511564
"177",13152565,11603190
"178",13157593,11666753
"179",13282818,11712607
"180",13393526,11737007
"181",13409661,11746269
"182",13418269,11785951
"183",13420473,11809957
"184",13421971,11896202
"185",13494896,11990898
"186",13498204,12009902
"187",13780609,12023484
"188",13811474,12195965
"189",13919781,12243471
"190",14047711,12252806
"191",14058149,12309818
"192",14070202,12447698
"193",14244903,12451219
"194",14299149,12535300
"195",14324536,12599578
"196",14358947,12613362
"197",14366251,12672203
"198",14395985,12683184
"199",14440009,12722616
"200",14661274,12849355
"201",14689516,12917237
"202",14779487,13063321
"203",14877806,13082807
"204",15024941,13200007
"205",15049223,13256049
"206",15139406,13305243
"207",15173980,13497880
"208",15220921,13529712
"209",15500385,13567726
"210",15520044,13707920
"211",15520422,13725228
"212",15578788,13822551
"213",15619434,13848565
"214",15694174,13899378
"215",15701302,13958471
"216",15804673,14030957
"217",15876040,14061211
"218",15994044,14129713
"219",16060450,14228926
"220",16141591,14402437
"221",16221193,14534395
"222",16333231,14536176
"223",16362149,14601002
"224",16367804,14787741
"225",16426731,14789050
"226",16438880,14871960
"227",16460432,14883706
"228",16500603,14894546
"229",16595302,14919654
"230",16639409,14979440
"231",16692916,15051375
"232",16738764,15110680
"233",16784104,15156396
"234",16799214,15168454
"235",16819564,15237206
"236",16853828,15272660
"237",16882740,15335916
"238",16941932,15350670
"239",17251286,15392334
"240",17293299,15556478
"241",17519165,15613721
"242",17558960,15703902
"243",17695647,15719997
"244",17721704,15734164
"245",17765753,15746984
"246",17970378,15935108
"247",18040271,15992455
"248",18218768,16034412
"249",18347625,16174306
"250",18427735,16301670
"251",18433574,16385957
"252",18529679,16403632
"253",18616800,16454905
"254",18648423,16612660
"255",18719060,16638430
"256",18802225,16655403
"257",18806409,16751792
"258",18810476,16758129
"259",18931718,16767207
"260",18935131,16776425
"261",18987042,16827785
"262",19004918,16828637
"263",19059330,16873813
"264",19104541,16898818
"265",19192641,16944971
"266",19227088,16945026
"267",19272712,17131302
"268",19355294,17134476
"269",19474050,17238709
"270",19493145,17272858
"271",19513537,17414555
"272",19532581,17422898
"273",19594118,17509667
"274",19662120,17521705
"275",19747442,17533403
"276",19847190,17693275
"277",19922486,17748257
